N_ENT,ENT,N_REN,cb_P1,cb_P2,cb_P3_1,cb_P3_2,cb_P3_3,cb_P3_4,cb_P3_5,cb_P3_6,cb_P3_7,cb_P3_8,cb_P3_9,cb_P3_10,cb_P3_11,cb_P4_1,cb_P4_2,cb_P4_3,cb_P4_4,cb_P4_5,cb_P4_6,cb_P4_7,cb_P4_8,cb_P4_9,cb_P4_10,cb_P5_1,cb_P5_2,cb_P5_3,cb_P5_4,cb_P5_5,cb_P5_6,cb_P5_7,cb_P5_8,cb_P5_9,cb_P5_10,cb_P5_11,cb_P5_12,cs_SEX,cs_EDA,cs_ALF,cs_I_NIV,cs_E_CON,cs_C_ACT,cs_OCU,cs_A_ECO,cs_POS,cs_ING,viv_FCH_PRE,viv_FCH_DEF,viv_P1,viv_P2,viv_P3,viv_P4,ANIO
1,Sonora,1,10,8,10,8,10,9,10,10,10,10,10,9,3,8,8,9,9,10,1,1,1,1,0,10,9,10,10,9,9,7,9,10,8,7,7,Hombre,53,Sabe leer y escribir,Profesional,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores industriales,Administración pública y defensa,"Trabajador(a) a sueldo fijo, salario o jornal",7800.0,2024-11-05,2024-11-05,4,Sí,1,4,2024
1,Sonora,1,3,8,5,9,10,9,10,10,10,10,10,10,0,5,5,5,5,5,5,5,5,4,5,4,2,3,9,9,3,5,2,10,0,7,5,Mujer,69,Sabe leer y escribir,Secundaria,Casado(a),Jubilado(a) o pensionado(a),No trabaja,No trabaja,No trabaja,,2024-11-05,2024-11-05,1,No aplica,1,1,2024
1,Sonora,2,10,8,9,9,9,9,9,9,10,10,9,9,1,10,10,9,9,9,0,0,0,0,0,9,9,9,9,9,10,9,9,9,9,8,9,Hombre,42,Sabe leer y escribir,Preparatoria o bachillerato,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Servicios,Trabajador(a) por su cuenta,,2024-11-11,2024-11-11,2,Sí,1,2,2024
1,Sonora,1,5,0,3,10,9,10,2,10,10,10,10,5,0,10,2,0,10,5,0,7,0,0,0,0,5,0,5,10,10,0,5,5,10,4,10,Mujer,44,Sabe leer y escribir,Secundaria,Unión libre,Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Servicios,Trabajador(a) por su cuenta,1200.0,2024-10-31,2024-10-31,3,Sí,1,3,2024
1,Sonora,1,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,0,0,0,0,0,10,10,10,10,10,10,8,10,10,10,10,10,Hombre,55,Sabe leer y escribir,Preparatoria o bachillerato,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores industriales,Industria,"Trabajador(a) a sueldo fijo, salario o jornal",4000.0,2024-11-06,2024-11-06,2,Sí,1,2,2024
1,Sonora,1,10,10,10,10,10,10,10,10,10,10,10,10,4,0,5,5,6,0,0,0,5,3,10,10,10,10,10,10,5,10,8,10,0,5,5,Mujer,41,Sabe leer y escribir,Secundaria,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Servicios,Trabajador(a) por su cuenta,500.0,2024-11-02,2024-11-02,3,Sí,1,3,2024
1,Sonora,1,8,5,9,7,10,10,10,10,4,8,3,8,6,10,8,6,5,6,0,2,3,0,0,8,10,7,8,10,2,4,8,10,10,8,4,Hombre,32,Sabe leer y escribir,Profesional,Unión libre,Trabajó por lo menos una hora para obtener ingresos,Trabajadores industriales,Industria,"Trabajador(a) a sueldo fijo, salario o jornal",2000.0,2024-10-31,2024-10-31,5,Sí,1,5,2024
1,Sonora,1,8,7,8,7,5,9,9,9,10,10,6,8,3,9,7,5,9,2,0,3,4,0,7,8,7,8,8,8,8,7,9,10,7,6,2,Hombre,48,Sabe leer y escribir,Profesional,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Profesionistas y técnicos,Industria,"Trabajador(a) a sueldo fijo, salario o jornal",10000.0,2024-11-02,2024-11-02,5,Sí,1,5,2024
1,Sonora,1,8,10,10,4,10,8,7,7,7,5,0,9,7,6,5,7,9,9,4,2,2,0,0,7,6,6,8,7,9,8,10,10,9,7,9,Mujer,24,Sabe leer y escribir,Profesional,Soltero(a),Estudiante,No trabaja,No trabaja,No trabaja,,2024-10-31,2024-10-31,2,Sí,1,2,2024
1,Sonora,3,8,7,8,9,10,10,10,10,10,9,5,8,7,5,3,4,9,6,5,6,5,1,3,7,6,7,7,8,5,4,7,10,10,6,8,Hombre,26,Sabe leer y escribir,Profesional,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,Personal administrativo,Comunicaciones y transportes,"Trabajador(a) a sueldo fijo, salario o jornal",15000.0,2024-10-31,2024-10-31,3,Sí,1,3,2024
1,Sonora,2,8,6,8,7,10,9,9,9,10,6,0,7,5,5,8,8,6,5,2,0,2,2,0,7,5,8,9,10,6,3,7,7,9,5,7,Hombre,24,Sabe leer y escribir,Profesional,Soltero(a),Otra situación,No trabaja,No trabaja,No trabaja,,2024-10-30,2024-10-30,3,Sí,1,3,2024
1,Sonora,2,9,7,9,10,9,10,10,10,10,10,9,9,3,9,4,8,2,10,1,2,1,0,0,9,8,9,9,10,10,7,10,10,9,8,7,Mujer,34,Sabe leer y escribir,Profesional,Casado(a),Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2024-11-01,2024-11-01,3,Sí,1,3,2024
1,Sonora,5,9,9,9,8,10,8,10,10,10,10,10,9,6,8,7,7,8,8,2,2,2,0,0,8,10,8,9,8,9,5,9,10,9,6,4,Mujer,26,Sabe leer y escribir,Profesional,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,"Comerciantes, vendedores y similares",Servicios,Patrón(a),20000.0,2024-11-01,2024-11-01,5,Sí,1,5,2024
1,Sonora,1,8,7,10,8,10,9,10,10,10,10,10,10,3,5,8,8,10,8,5,0,0,0,0,8,8,10,8,8,10,6,9,8,10,8,8,Hombre,57,Sabe leer y escribir,Preparatoria o bachillerato,Casado(a),Trabajó por lo menos una hora para obtener ingresos,"Comerciantes, vendedores y similares",Servicios,Trabajador(a) por su cuenta,55000.0,2024-11-01,2024-11-01,2,Sí,1,2,2024
1,Sonora,2,10,10,10,0,10,10,0,0,5,9,6,8,2,5,4,5,9,5,5,5,5,0,5,0,9,9,9,0,9,0,9,0,0,0,0,Mujer,70,Sabe leer y escribir,Profesional,Casado(a),Jubilado(a) o pensionado(a),No trabaja,No trabaja,No trabaja,,2024-11-01,2024-11-01,2,Sí,1,2,2024
1,Sonora,1,8,9,8,8,7,8,10,10,7,9,8,6,2,8,6,9,9,8,1,3,0,0,0,7,8,8,8,8,8,4,9,10,7,6,7,Hombre,63,Sabe leer y escribir,Carrera técnica,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en labores agropecuarias,Agropecuaria,Trabajador(a) por su cuenta,8000.0,2024-11-01,2024-11-01,5,Sí,1,5,2024
1,Sonora,1,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,0,0,0,0,0,10,10,10,10,10,10,5,10,10,10,5,10,Mujer,76,Sabe leer y escribir,Secundaria,Viudo(a),Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2024-11-01,2024-11-01,1,No aplica,1,1,2024
1,Sonora,1,10,10,9,9,10,8,10,10,8,10,10,10,0,5,7,8,7,8,3,2,2,2,0,6,10,10,9,9,5,1,10,5,3,3,5,Mujer,29,Sabe leer y escribir,Profesional,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,Profesionistas y técnicos,Administración pública y defensa,"Trabajador(a) a sueldo fijo, salario o jornal",5000.0,2024-11-04,2024-11-04,1,No aplica,1,1,2024
1,Sonora,5,10,0,10,10,10,10,10,10,10,10,8,10,0,8,10,8,9,8,0,0,1,1,0,10,10,8,10,10,8,10,10,10,10,10,10,Hombre,29,Sabe leer y escribir,Profesional,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,"Comerciantes, vendedores y similares",Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",2500.0,2024-10-31,2024-10-31,6,Sí,1,6,2024
1,Sonora,1,8,8,9,7,9,8,8,9,7,8,9,8,7,9,8,6,8,9,1,0,3,2,0,7,9,8,9,8,8,2,8,8,5,4,6,Hombre,66,Sabe leer y escribir,Preparatoria o bachillerato,Casado(a),Otra situación,No trabaja,No trabaja,No trabaja,,2024-11-07,2024-11-07,3,Sí,1,3,2024
1,Sonora,2,8,7,9,10,10,10,10,10,10,10,8,9,5,6,5,5,8,8,4,3,4,2,1,8,7,8,8,9,7,5,8,8,6,6,7,Mujer,40,Sabe leer y escribir,Preparatoria o bachillerato,Casado(a),Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2024-11-07,2024-11-07,6,Sí,1,6,2024
1,Tabasco,1,10,8,9,8,10,10,10,10,9,10,10,9,5,10,10,10,9,10,0,0,0,0,0,10,9,10,9,9,10,8,10,10,10,9,9,Hombre,61,Sabe leer y escribir,Profesional,Divorciado(a),Trabajó por lo menos una hora para obtener ingresos,Personal administrativo,Administración pública y defensa,"Trabajador(a) a sueldo fijo, salario o jornal",1900.0,2024-11-05,2024-11-05,5,Sí,1,5,2024
1,Tabasco,1,10,10,10,10,10,10,10,10,0,10,10,10,0,10,10,10,10,10,0,0,0,0,0,10,10,10,10,10,10,5,10,10,10,10,10,Hombre,50,Sabe leer y escribir,Profesional,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Personal administrativo,Industria,"Trabajador(a) a sueldo fijo, salario o jornal",50000.0,2024-10-30,2024-10-30,3,Sí,1,3,2024
1,Tabasco,2,8,6,7,8,9,9,9,10,10,10,10,10,9,5,3,9,7,9,0,6,0,0,0,9,5,8,9,9,3,1,8,9,8,7,8,Mujer,39,Sabe leer y escribir,Secundaria,Casado(a),Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2024-10-30,2024-10-30,6,Sí,1,6,2024
1,Tabasco,1,5,8,5,10,10,10,8,10,10,10,8,9,5,8,8,5,5,6,2,2,5,0,0,8,8,8,9,8,4,9,10,8,8,5,5,Hombre,32,Sabe leer y escribir,Preparatoria o bachillerato,Unión libre,Trabajó por lo menos una hora para obtener ingresos,No especificado,Servicios,Patrón(a),15000.0,2024-11-06,2024-11-06,3,No,3,1,2024
1,Tabasco,2,8,9,9,10,10,9,9,10,9,9,10,9,8,7,7,5,8,8,2,2,5,2,2,8,9,9,9,9,9,8,8,8,9,5,5,Mujer,68,Sabe leer y escribir,Primaria,Casado(a),Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2024-10-30,2024-10-30,3,Sí,1,3,2024
1,Tabasco,1,7,5,9,9,8,7,9,10,10,10,10,9,0,10,10,10,10,10,0,0,0,0,0,7,5,9,9,7,8,5,8,6,5,7,10,Hombre,63,Sabe leer y escribir,Profesional,Casado(a),Espera respuesta a una solicitud de trabajo,No trabaja,No trabaja,No trabaja,,2024-10-29,2024-10-29,5,No,2,2,2024
1,Tabasco,3,5,3,5,5,5,4,6,8,10,8,5,5,5,5,7,7,5,5,5,2,2,2,2,7,5,8,8,8,9,0,3,9,5,0,5,Mujer,26,Sabe leer y escribir,Profesional,Soltero(a),Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2024-10-31,2024-10-31,3,Sí,1,3,2024
1,Tabasco,2,8,6,9,10,10,9,10,10,9,10,10,9,5,5,5,6,5,7,4,4,3,4,0,9,7,8,7,8,8,4,9,9,8,5,5,Mujer,54,Sabe leer y escribir,Carrera técnica,Casado(a),Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2024-10-30,2024-10-30,7,Sí,1,7,2024
1,Tabasco,1,8,10,10,10,10,10,10,10,10,10,9,10,4,5,5,4,10,7,2,4,6,0,1,10,9,10,10,10,10,5,10,3,9,5,5,Mujer,50,Sabe leer y escribir,Carrera técnica,Separado(a),Trabajó por lo menos una hora para obtener ingresos,Funcionarios de los sectores público y privado,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",2800.0,2024-10-30,2024-10-30,2,Sí,1,2,2024
1,Tabasco,1,8,7,8,8,7,6,7,6,7,7,7,8,6,6,6,6,8,8,3,4,4,0,0,8,6,8,7,6,8,6,8,6,6,6,6,Hombre,72,Sabe leer y escribir,Ninguno,Unión libre,Trabajó por lo menos una hora para obtener ingresos,No especificado,No especificado,"Trabajador(a) a sueldo fijo, salario o jornal",2800.0,2024-11-06,2024-11-06,3,Sí,1,3,2024
1,Tabasco,1,9,7,9,10,10,10,10,10,9,10,0,9,2,8,6,8,8,10,2,3,2,1,0,9,8,10,10,9,9,4,9,7,8,5,4,Hombre,43,Sabe leer y escribir,Profesional,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,Funcionarios de los sectores público y privado,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",3000.0,2024-11-06,2024-11-06,1,No aplica,1,1,2024
1,Tabasco,2,9,10,8,10,8,8,10,10,10,10,10,10,8,8,9,8,9,10,1,1,1,0,0,10,7,10,8,10,8,7,10,7,10,7,8,Mujer,38,Sabe leer y escribir,Profesional,Casado(a),Trabajó por lo menos una hora para obtener ingresos,"Comerciantes, vendedores y similares",Comercio,Trabajador(a) por su cuenta,16000.0,2024-11-13,2024-11-13,3,Sí,1,3,2024
1,Tabasco,1,9,8,9,8,10,9,9,9,9,10,3,9,8,5,5,6,6,7,5,4,3,3,3,9,9,9,9,8,8,2,9,9,3,3,3,Hombre,30,Sabe leer y escribir,Maestría,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,Profesionistas y técnicos,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",9500.0,2024-10-31,2024-10-31,1,No aplica,1,1,2024
1,Tabasco,1,9,9,10,9,10,10,10,10,9,10,9,9,8,9,9,9,8,9,0,1,0,0,1,8,8,9,9,9,9,6,9,9,8,8,5,Hombre,34,Sabe leer y escribir,Profesional,Casado(a),Trabajó por lo menos una hora para obtener ingresos,No especificado,Comercio,"Trabajador(a) a sueldo fijo, salario o jornal",1350.0,2024-11-04,2024-11-04,4,Sí,1,4,2024
1,Tabasco,1,7,7,6,9,10,8,10,10,10,10,10,10,9,4,3,1,5,0,3,7,8,2,7,10,0,10,8,5,10,0,4,0,5,0,0,Mujer,56,Sabe leer y escribir,Primaria,Viudo(a),Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2024-10-31,2024-10-31,7,Sí,1,7,2024
1,Tabasco,1,10,10,9,9,10,10,10,10,10,10,10,9,8,5,5,8,8,7,2,5,0,1,2,10,9,8,10,9,10,5,10,9,9,8,8,Hombre,43,Sabe leer y escribir,Secundaria,Unión libre,Buscó trabajo,No trabaja,No trabaja,No trabaja,,2024-11-04,2024-11-04,5,Sí,1,5,2024
1,Tabasco,1,8,7,9,10,10,8,9,10,10,10,9,10,8,9,7,8,9,9,1,3,2,1,1,10,10,10,10,10,9,6,9,10,9,7,5,Hombre,64,Sabe leer y escribir,Primaria,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Comunicaciones y transportes,"Trabajador(a) a sueldo fijo, salario o jornal",3400.0,2024-11-01,2024-11-01,4,Sí,1,4,2024
1,Tabasco,2,8,6,9,10,10,10,10,10,10,9,10,10,7,8,7,6,7,7,1,3,3,2,2,9,8,2,9,8,10,1,9,10,10,8,10,Mujer,57,Sabe leer y escribir,Carrera técnica,Casado(a),Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2024-10-31,2024-10-31,3,Sí,1,3,2024
1,Tabasco,2,7,8,6,9,10,7,8,8,7,9,7,6,5,5,6,4,5,8,3,4,5,5,1,4,2,8,7,3,9,2,9,5,9,2,1,Mujer,62,Sabe leer y escribir,Preescolar,Casado(a),Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2024-10-31,2024-10-31,2,Sí,1,2,2024
1,Tabasco,4,10,10,10,10,10,10,10,10,8,10,8,10,5,8,6,8,10,10,1,3,2,0,0,8,8,9,10,9,7,6,9,8,9,9,8,Mujer,28,Sabe leer y escribir,Profesional,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,No especificado,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",1000.0,2024-11-12,2024-11-12,4,Sí,1,4,2024
1,Tabasco,1,8,8,9,8,8,6,8,8,10,8,10,8,8,8,10,5,5,8,0,0,4,5,0,6,6,8,9,8,6,0,8,6,6,5,5,Hombre,74,Sabe leer y escribir,Preparatoria o bachillerato,Separado(a),Otra situación,No trabaja,No trabaja,No trabaja,,2024-10-29,2024-10-29,2,No,2,1,2024
1,Tabasco,1,7,7,7,7,9,7,8,8,7,5,10,10,9,7,7,7,7,5,3,3,3,2,1,7,5,10,8,4,5,5,5,6,5,5,5,Hombre,77,Sabe leer y escribir,Primaria,Separado(a),Otra situación,No trabaja,No trabaja,No trabaja,,2024-10-29,2024-10-29,1,No aplica,1,1,2024
1,Tabasco,1,9,7,10,10,10,10,10,10,10,10,10,10,0,5,10,5,10,10,0,0,5,0,0,8,10,8,10,8,10,0,10,0,10,9,7,Mujer,63,Sabe leer y escribir,Primaria,Viudo(a),Trabajó por lo menos una hora para obtener ingresos,No especificado,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",500.0,2024-10-30,2024-10-30,2,Sí,1,2,2024
1,Tabasco,1,9,8,10,10,10,8,10,10,10,9,10,10,5,7,5,6,6,5,3,4,4,3,4,9,7,9,9,8,7,1,9,10,10,8,8,Hombre,41,Sabe leer y escribir,Profesional,Unión libre,Trabajó por lo menos una hora para obtener ingresos,Profesionistas y técnicos,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",8500.0,2024-10-29,2024-10-29,3,Sí,1,3,2024
1,Tabasco,2,8,2,10,10,10,9,10,10,10,10,7,7,0,9,7,7,7,5,1,3,3,3,5,9,9,9,9,9,9,9,9,9,5,0,0,Mujer,52,Sabe leer y escribir,Profesional,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Personal administrativo,Administración pública y defensa,"Trabajador(a) a sueldo fijo, salario o jornal",99.0,2024-11-15,2024-11-15,3,Sí,1,3,2024
1,Tabasco,1,9,7,9,10,10,10,10,10,10,10,10,10,3,9,8,7,7,6,1,0,3,3,4,9,9,9,10,10,9,2,10,9,10,9,9,Mujer,61,Sabe leer y escribir,Carrera técnica,Separado(a),Trabajó por lo menos una hora para obtener ingresos,Funcionarios de los sectores público y privado,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",6000.0,2024-11-01,2024-11-01,2,Sí,1,2,2024
1,Tabasco,2,10,10,9,10,10,10,10,10,10,10,10,10,1,10,10,9,9,10,0,0,1,0,0,9,10,10,9,9,8,3,9,9,9,6,4,Mujer,53,Sabe leer y escribir,Profesional,Casado(a),Jubilado(a) o pensionado(a),No trabaja,No trabaja,No trabaja,,2024-11-01,2024-11-01,2,Sí,1,2,2024
1,Tabasco,1,7,7,8,10,8,9,9,9,7,8,0,9,2,6,7,4,6,7,2,1,4,1,2,7,5,8,7,7,2,3,8,7,6,3,5,Hombre,43,Sabe leer y escribir,Maestría,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Funcionarios de los sectores público y privado,Administración pública y defensa,"Trabajador(a) a sueldo fijo, salario o jornal",10000.0,2024-11-11,2024-11-11,3,Sí,1,3,2024
1,Tabasco,3,5,9,7,7,7,7,9,9,9,9,9,9,8,4,5,5,7,7,5,4,5,3,2,8,6,9,8,8,9,9,9,9,6,9,9,Mujer,63,Sabe leer y escribir,Ninguno,Casado(a),Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2024-10-31,2024-10-31,3,Sí,1,3,2024
1,Tabasco,2,9,3,9,9,9,8,9,10,2,9,9,9,4,8,7,8,9,9,1,3,2,0,0,9,9,9,9,9,10,4,4,7,8,6,4,Mujer,23,Sabe leer y escribir,Profesional,Unión libre,Trabajó por lo menos una hora para obtener ingresos,"Comerciantes, vendedores y similares",Comercio,"Trabajador(a) a sueldo fijo, salario o jornal",1200.0,2024-11-05,2024-11-05,2,Sí,1,2,2024
1,Tabasco,1,10,8,8,8,9,9,10,10,10,9,10,10,8,9,9,9,10,9,1,1,1,0,0,9,9,9,9,9,8,2,9,9,9,3,3,Hombre,56,Sabe leer y escribir,Secundaria,Unión libre,Trabajó por lo menos una hora para obtener ingresos,Trabajadores industriales,Industria,"Trabajador(a) a sueldo fijo, salario o jornal",400.0,2024-10-30,2024-10-30,2,Sí,1,2,2024
1,Tabasco,1,9,9,9,9,9,9,10,9,9,10,8,9,8,7,7,5,5,6,3,2,5,4,4,10,9,10,9,9,9,8,9,8,8,8,8,Hombre,58,Sabe leer y escribir,Preparatoria o bachillerato,Separado(a),"No trabajó, pero sí tiene trabajo",Personal administrativo,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",3700.0,2024-11-05,2024-11-05,1,No aplica,1,1,2024
1,Tabasco,1,10,4,9,8,10,9,9,10,9,8,0,7,5,5,6,6,7,8,5,3,3,2,0,9,8,8,9,9,8,8,9,9,10,6,6,Mujer,29,Sabe leer y escribir,Maestría,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,Profesionistas y técnicos,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",30000.0,2024-11-01,2024-11-01,2,Sí,1,2,2024
1,Tabasco,1,10,8,10,8,10,8,10,10,10,10,10,10,4,8,8,8,8,10,2,0,2,0,0,10,8,10,2,10,10,2,10,10,9,5,7,Hombre,45,Sabe leer y escribir,Profesional,Divorciado(a),Trabajó por lo menos una hora para obtener ingresos,Funcionarios de los sectores público y privado,Industria,"Trabajador(a) a sueldo fijo, salario o jornal",99.0,2024-11-07,2024-11-07,3,Sí,1,3,2024
1,Tabasco,1,8,8,8,8,8,9,9,10,10,10,10,10,1,8,8,8,8,8,1,1,1,1,1,10,8,10,8,8,10,9,9,9,10,9,9,Hombre,71,Sabe leer y escribir,Maestría,Separado(a),Jubilado(a) o pensionado(a),No trabaja,No trabaja,No trabaja,,2024-11-08,2024-11-08,3,Sí,1,3,2024
1,Tabasco,1,9,9,9,10,8,8,10,10,7,10,8,10,5,5,5,4,8,5,1,5,6,0,0,7,9,8,8,9,3,4,8,9,9,5,3,Hombre,60,Sabe leer y escribir,Maestría,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Profesionistas y técnicos,Servicios,Patrón(a),50000.0,2024-11-07,2024-11-07,2,Sí,1,2,2024
1,Tabasco,1,10,9,9,9,9,9,9,10,9,9,9,9,9,9,8,9,9,9,1,2,0,0,0,10,10,10,10,10,8,3,9,8,8,5,3,Hombre,36,Sabe leer y escribir,Profesional,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Profesionistas y técnicos,Construcción,"Trabajador(a) a sueldo fijo, salario o jornal",99.0,2024-11-12,2024-11-12,3,Sí,1,3,2024
1,Tamaulipas,1,10,10,10,10,10,10,10,10,10,10,9,10,9,10,10,10,10,10,0,0,0,0,0,10,10,10,10,10,10,9,10,9,10,10,10,Hombre,53,Sabe leer y escribir,Primaria,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Servicios,Trabajador(a) por su cuenta,1800.0,2024-11-06,2024-11-06,4,Sí,1,4,2024
1,Tamaulipas,2,7,5,7,7,9,7,7,8,8,8,7,8,7,5,5,5,6,5,5,4,4,4,4,8,8,7,7,8,8,7,7,8,8,9,9,Mujer,20,Sabe leer y escribir,Primaria,Soltero(a),Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2024-11-01,2024-11-01,8,Sí,1,8,2024
1,Tamaulipas,1,10,8,9,9,10,10,10,10,10,9,7,8,6,6,8,6,8,8,4,2,4,1,0,8,10,9,10,8,8,9,8,9,6,5,8,Hombre,29,Sabe leer y escribir,Preparatoria o bachillerato,Unión libre,Trabajó por lo menos una hora para obtener ingresos,Trabajadores industriales,Construcción,"Trabajador(a) a sueldo fijo, salario o jornal",1200.0,2024-11-12,2024-11-12,4,Sí,1,4,2024
1,Tamaulipas,1,3,3,4,7,10,7,8,9,10,7,3,5,8,5,7,3,5,3,2,2,4,5,2,5,6,4,8,9,5,4,5,9,0,4,6,Mujer,50,Sabe leer y escribir,Primaria,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",3000.0,2024-11-06,2024-11-06,1,No aplica,1,1,2024
1,Tamaulipas,1,9,0,9,10,10,8,10,10,9,10,9,10,8,4,9,7,10,9,6,1,1,0,1,9,8,10,9,10,5,0,10,10,4,10,0,Hombre,34,Sabe leer y escribir,Secundaria,Unión libre,Trabajó por lo menos una hora para obtener ingresos,Trabajadores industriales,Construcción,Trabajador(a) por su cuenta,,2024-10-29,2024-10-29,2,Sí,1,2,2024
1,Tamaulipas,1,10,10,8,8,10,9,10,10,10,9,5,9,9,5,5,7,8,8,5,4,2,2,2,9,8,7,8,8,3,9,9,8,9,7,7,Hombre,38,Sabe leer y escribir,Preparatoria o bachillerato,Unión libre,Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Comunicaciones y transportes,"Trabajador(a) a sueldo fijo, salario o jornal",3000.0,2024-10-30,2024-10-30,4,Sí,1,4,2024
1,Tamaulipas,1,10,10,10,10,5,9,10,10,10,10,10,10,5,8,8,8,8,9,1,2,2,2,0,9,9,9,10,9,9,8,9,8,8,8,8,Hombre,39,Sabe leer y escribir,Profesional,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",2000.0,2024-10-31,2024-10-31,4,Sí,1,4,2024
1,Tamaulipas,2,10,10,10,10,10,10,10,10,10,10,0,10,9,10,10,10,10,10,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,Hombre,34,Sabe leer y escribir,Secundaria,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,"Comerciantes, vendedores y similares",Servicios,Trabajador(a) por su cuenta,1000.0,2024-10-30,2024-10-30,3,Sí,1,3,2024
1,Tamaulipas,1,10,10,9,10,10,10,10,10,10,10,10,10,2,10,8,6,5,5,0,2,3,5,5,10,10,10,10,10,8,5,10,10,10,10,10,Hombre,43,Sabe leer y escribir,Maestría,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,Personal administrativo,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",9000.0,2024-11-07,2024-11-07,2,Sí,1,2,2024
1,Tamaulipas,1,5,3,5,5,10,8,4,10,10,8,5,5,5,5,6,7,8,7,5,3,3,2,3,6,5,7,6,10,0,2,5,6,7,10,5,Hombre,20,Sabe leer y escribir,Secundaria,Unión libre,Trabajó por lo menos una hora para obtener ingresos,Trabajadores industriales,Industria,"Trabajador(a) a sueldo fijo, salario o jornal",2500.0,2024-11-07,2024-11-07,3,Sí,1,3,2024
1,Tamaulipas,2,10,2,10,10,10,10,10,10,10,10,10,10,9,5,5,6,5,5,5,4,3,4,4,9,9,10,10,10,10,7,8,9,7,9,9,Mujer,45,Sabe leer y escribir,Secundaria,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Servicios,Trabajador(a) por su cuenta,750.0,2024-11-02,2024-11-02,4,Sí,1,4,2024
1,Tamaulipas,3,6,6,7,10,8,10,10,8,5,9,0,8,7,10,6,5,0,7,0,3,4,8,0,0,8,6,8,6,10,5,0,5,5,2,8,Mujer,30,Sabe leer y escribir,Preparatoria o bachillerato,Separado(a),Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2024-11-06,2024-11-06,6,Sí,1,6,2024
